ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Document status,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
b431d859-e256-5fe4-8f9c-61b7beca8ead,tg:rubgr:4704_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b431d859-e256-5fe4-8f9c-61b7beca8ead,tg:rubgr:4704_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1953,permission required
b4df08df-9a31-5c51-ad21-6a5ebff7f5aa,tg:rubgr:1275_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:1275_#1,https://data.rubenianum.be//ark:/86530/b4df08df-9a31-5c51-ad21-6a5ebff7f5aa,,
b4df08df-9a31-5c51-ad21-6a5ebff7f5aa,tg:rubgr:1275_#1,e22_Archives,1,isad:rub:2963,"dlod={""name"":""Map 5 (AFG_033)"",""ark"":""ark:/86530/x0/0cae47e6-0c2a-512b-99c4-6749e74c14af"",""uri"":""/repositories/13/archival_objects/317043"",""id"":""isad:rub:2963"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""IX: Massacre of Innocents / Numbering at Bethlehem""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 5 (AFG_033)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/0cae47e6-0c2a-512b-99c4-6749e74c14af,,,,,,,,,,,,
b4df08df-9a31-5c51-ad21-6a5ebff7f5aa,tg:rubgr:1275_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b4df08df-9a31-5c51-ad21-6a5ebff7f5aa,tg:rubgr:1275_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1956,permission required
b52bbc03-f3e7-5777-8ecc-a4a0383ceec6,tg:rubgr:221_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:221_#1,https://data.rubenianum.be//ark:/86530/b52bbc03-f3e7-5777-8ecc-a4a0383ceec6,,
b52bbc03-f3e7-5777-8ecc-a4a0383ceec6,tg:rubgr:221_#1,e22_Archives,1,isad:rub:2934,"dlod={""name"":""Map 2 (AFG_004)"",""ark"":""ark:/86530/x0/16df42a9-12b0-5440-8a47-5ecf1a6559d9"",""uri"":""/repositories/13/archival_objects/313940"",""id"":""isad:rub:2934"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""II: Icarus / Adoration""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 2 (AFG_004)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/16df42a9-12b0-5440-8a47-5ecf1a6559d9,,,,,,,,,,,,
b52bbc03-f3e7-5777-8ecc-a4a0383ceec6,tg:rubgr:221_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvkb,,,letters (correspondence),,,,,,,
b52bbc03-f3e7-5777-8ecc-a4a0383ceec6,tg:rubgr:221_#1,e22_ProductStadiums,1,,,,kenmerken.rubedformgr,dtrvkb,,,,drafts (documents),,,,,,
b52bbc03-f3e7-5777-8ecc-a4a0383ceec6,tg:rubgr:221_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1965,permission required
b52c36a2-a0b2-5faf-b536-b9da0cbb73c4,tg:rubgr:4399_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4399_#1,https://data.rubenianum.be//ark:/86530/b52c36a2-a0b2-5faf-b536-b9da0cbb73c4,,
b52c36a2-a0b2-5faf-b536-b9da0cbb73c4,tg:rubgr:4399_#1,e22_Archives,1,isad:rub:3033,"dlod={""name"":""19: Van Gelder Album Amicorum \u0026 Encyclopedia Britannica (AFG_112)"",""ark"":""ark:/86530/x0/c9666a57-e392-5fd4-91e5-b3321ec96f0c"",""uri"":""/repositories/13/archival_objects/324533"",""id"":""isad:rub:3033"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""19: Van Gelder Album Amicorum \u0026 Encyclopedia Britannica (AFG_112)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/c9666a57-e392-5fd4-91e5-b3321ec96f0c,,,,,,,,,,,,
b52c36a2-a0b2-5faf-b536-b9da0cbb73c4,tg:rubgr:4399_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b52c36a2-a0b2-5faf-b536-b9da0cbb73c4,tg:rubgr:4399_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1971,permission required
b5a8e2b8-ce7d-5766-b869-d91cfc0ca1e2,tg:rubgr:2252_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:2252_#1,https://data.rubenianum.be//ark:/86530/b5a8e2b8-ce7d-5766-b869-d91cfc0ca1e2,,
b5a8e2b8-ce7d-5766-b869-d91cfc0ca1e2,tg:rubgr:2252_#1,e22_Archives,1,isad:rub:2999,"dlod={""name"":""Map 10 (AFG_069)"",""ark"":""ark:/86530/x0/e1aff9a0-4475-5c82-b3f0-0ccc80a5b242"",""uri"":""/repositories/13/archival_objects/320895"",""id"":""isad:rub:2999"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XIV: Doubtful and Wrong attributions""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 10 (AFG_069)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e1aff9a0-4475-5c82-b3f0-0ccc80a5b242,,,,,,,,,,,,
b5a8e2b8-ce7d-5766-b869-d91cfc0ca1e2,tg:rubgr:2252_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b5a8e2b8-ce7d-5766-b869-d91cfc0ca1e2,tg:rubgr:2252_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1967,permission required
b5b05d54-c4b1-577c-839f-716c30bd7979,tg:rubgr:4745_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4745_#1,https://data.rubenianum.be//ark:/86530/b5b05d54-c4b1-577c-839f-716c30bd7979,,
b5b05d54-c4b1-577c-839f-716c30bd7979,tg:rubgr:4745_#1,e22_Archives,1,isad:rub:3050,"dlod={""name"":""35: Varia (AFG_128)"",""ark"":""ark:/86530/x0/cdeede11-a050-56c9-b292-e75e0ea3594a"",""uri"":""/repositories/13/archival_objects/326352"",""id"":""isad:rub:3050"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""35: Varia (AFG_128)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/cdeede11-a050-56c9-b292-e75e0ea3594a,,,,,,,,,,,,
b5b05d54-c4b1-577c-839f-716c30bd7979,tg:rubgr:4745_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b5b05d54-c4b1-577c-839f-716c30bd7979,tg:rubgr:4745_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1956,permission required
b5bae734-8b74-5ede-b151-cc4fa3545081,tg:rubgr:4593_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4593_#1,https://data.rubenianum.be//ark:/86530/b5bae734-8b74-5ede-b151-cc4fa3545081,,
b5bae734-8b74-5ede-b151-cc4fa3545081,tg:rubgr:4593_#1,e22_Archives,1,isad:rub:3039,"dlod={""name"":""25: Drawings (AFG_118)"",""ark"":""ark:/86530/x0/9dda1c20-209b-5315-bc0b-c50a41128039"",""uri"":""/repositories/13/archival_objects/325175"",""id"":""isad:rub:3039"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""25: Drawings (AFG_118)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/9dda1c20-209b-5315-bc0b-c50a41128039,,,,,,,,,,,,
b5bae734-8b74-5ede-b151-cc4fa3545081,tg:rubgr:4593_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b5bae734-8b74-5ede-b151-cc4fa3545081,tg:rubgr:4593_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1954,permission required
b5bd0160-eef4-5b10-8021-4dd2584b14cd,tg:rubgr:5271_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:5271_#1,https://data.rubenianum.be//ark:/86530/b5bd0160-eef4-5b10-8021-4dd2584b14cd,,
b5bd0160-eef4-5b10-8021-4dd2584b14cd,tg:rubgr:5271_#1,e22_Archives,1,isad:rub:3068,"dlod={""name"":""53: Problems - Berlin Exhibition 1975 (AFG_145)"",""ark"":""ark:/86530/x0/e6ea8d4c-b3f2-5e25-ac08-2b663a196a75"",""uri"":""/repositories/13/archival_objects/328278"",""id"":""isad:rub:3068"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""53: Problems - Berlin Exhibition 1975 (AFG_145)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e6ea8d4c-b3f2-5e25-ac08-2b663a196a75,,,,,,,,,,,,
b5bd0160-eef4-5b10-8021-4dd2584b14cd,tg:rubgr:5271_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b5bd0160-eef4-5b10-8021-4dd2584b14cd,tg:rubgr:5271_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1974,permission required
b5f36a2e-33b6-58c6-a3aa-0da5f4897a50,tg:rubgr:929_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:929_#1,https://data.rubenianum.be//ark:/86530/b5f36a2e-33b6-58c6-a3aa-0da5f4897a50,,
b5f36a2e-33b6-58c6-a3aa-0da5f4897a50,tg:rubgr:929_#1,e22_Archives,1,isad:rub:2951,"dlod={""name"":""Map 3 (AFG_021)"",""ark"":""ark:/86530/x0/c35447a0-a6ac-5ce4-aa37-3d560680432e"",""uri"":""/repositories/13/archival_objects/315759"",""id"":""isad:rub:2951"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""VII: Procession to Calvary / Adoration / Adulteress""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_021)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/c35447a0-a6ac-5ce4-aa37-3d560680432e,,,,,,,,,,,,
b5f36a2e-33b6-58c6-a3aa-0da5f4897a50,tg:rubgr:929_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b5f36a2e-33b6-58c6-a3aa-0da5f4897a50,tg:rubgr:929_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1952,permission required
b61ce175-df4f-53ff-ac74-46060a6e0c76,tg:rubgr:2449_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:2449_#1,https://data.rubenianum.be//ark:/86530/b61ce175-df4f-53ff-ac74-46060a6e0c76,,
b61ce175-df4f-53ff-ac74-46060a6e0c76,tg:rubgr:2449_#1,e22_Archives,1,isad:rub:3012,"dlod={""name"":""Map 12 (AFG_082)"",""ark"":""ark:/86530/x0/131d4835-2386-5a5a-8972-f2a5f409481c"",""uri"":""/repositories/13/archival_objects/322286"",""id"":""isad:rub:3012"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XV: Jan Brueghel / P.B. II / Artists related to J.B. / as well as Jan van Kessel / Doubtful attributions to P.B. I""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 12 (AFG_082)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/131d4835-2386-5a5a-8972-f2a5f409481c,,,,,,,,,,,,
b61ce175-df4f-53ff-ac74-46060a6e0c76,tg:rubgr:2449_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b61ce175-df4f-53ff-ac74-46060a6e0c76,tg:rubgr:2449_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1966,permission required
b6952aae-cc5e-57db-86d3-253eec4ca029,tg:rubgr:1639_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:1639_#1,https://data.rubenianum.be//ark:/86530/b6952aae-cc5e-57db-86d3-253eec4ca029,,
b6952aae-cc5e-57db-86d3-253eec4ca029,tg:rubgr:1639_#1,e22_Archives,1,isad:rub:2974,"dlod={""name"":""Map 1 (AFG_044)"",""ark"":""ark:/86530/x0/b9be9768-7480-5e92-a83e-1208dfd73c6c"",""uri"":""/repositories/13/archival_objects/318220"",""id"":""isad:rub:2974"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XII: Bird Nester / Misanthrope / Blind / Woman's Head / Magpie / Storm at Sea / Shepherds""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_044)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/b9be9768-7480-5e92-a83e-1208dfd73c6c,,,,,,,,,,,,
b6952aae-cc5e-57db-86d3-253eec4ca029,tg:rubgr:1639_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvpk,,,picture postcards,,,,,,,
b6952aae-cc5e-57db-86d3-253eec4ca029,tg:rubgr:1639_#1,e73_CreationTimeSpans,,,,,default_restriction,,,,,,,,,,,permission required
b70c8372-ffd1-57df-87b9-5106ef1fa6e1,tg:rubgr:4882_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4882_#1,https://data.rubenianum.be//ark:/86530/b70c8372-ffd1-57df-87b9-5106ef1fa6e1,,
b70c8372-ffd1-57df-87b9-5106ef1fa6e1,tg:rubgr:4882_#1,e22_Archives,1,isad:rub:3058,"dlod={""name"":""43: Varia (AFG_136)"",""ark"":""ark:/86530/x0/e65a2a38-2051-5bef-ad42-00846b79e580"",""uri"":""/repositories/13/archival_objects/327208"",""id"":""isad:rub:3058"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""43: Varia (AFG_136)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e65a2a38-2051-5bef-ad42-00846b79e580,,,,,,,,,,,,
b70c8372-ffd1-57df-87b9-5106ef1fa6e1,tg:rubgr:4882_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b70c8372-ffd1-57df-87b9-5106ef1fa6e1,tg:rubgr:4882_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1955,permission required
b71b6d4a-93b8-5371-a6c3-19eca522a33b,tg:rubgr:5292_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:5292_#1,https://data.rubenianum.be//ark:/86530/b71b6d4a-93b8-5371-a6c3-19eca522a33b,,
b71b6d4a-93b8-5371-a6c3-19eca522a33b,tg:rubgr:5292_#1,e22_Archives,1,isad:rub:3068,"dlod={""name"":""53: Problems - Berlin Exhibition 1975 (AFG_145)"",""ark"":""ark:/86530/x0/e6ea8d4c-b3f2-5e25-ac08-2b663a196a75"",""uri"":""/repositories/13/archival_objects/328278"",""id"":""isad:rub:3068"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""53: Problems - Berlin Exhibition 1975 (AFG_145)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e6ea8d4c-b3f2-5e25-ac08-2b663a196a75,,,,,,,,,,,,
b71b6d4a-93b8-5371-a6c3-19eca522a33b,tg:rubgr:5292_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b71b6d4a-93b8-5371-a6c3-19eca522a33b,tg:rubgr:5292_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1976,permission required
b76ed256-eac9-52cf-a721-bdc99615a992,tg:rubgr:153_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:153_#1,https://data.rubenianum.be//ark:/86530/b76ed256-eac9-52cf-a721-bdc99615a992,,
b76ed256-eac9-52cf-a721-bdc99615a992,tg:rubgr:153_#1,e22_Archives,1,isad:rub:2933,"dlod={""name"":""Map 1 (AFG_003)"",""ark"":""ark:/86530/x0/198948e1-0623-5404-9a6f-d2e0aeec0bbe"",""uri"":""/repositories/13/archival_objects/313833"",""id"":""isad:rub:2933"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""II: Icarus / Adoration""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_003)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/198948e1-0623-5404-9a6f-d2e0aeec0bbe,,,,,,,,,,,,
b76ed256-eac9-52cf-a721-bdc99615a992,tg:rubgr:153_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b76ed256-eac9-52cf-a721-bdc99615a992,tg:rubgr:153_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1953,permission required
b788984c-d157-5d89-8ed7-77b6e6af705e,tg:rubgr:5287_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:5287_#1,https://data.rubenianum.be//ark:/86530/b788984c-d157-5d89-8ed7-77b6e6af705e,,
b788984c-d157-5d89-8ed7-77b6e6af705e,tg:rubgr:5287_#1,e22_Archives,1,isad:rub:3068,"dlod={""name"":""53: Problems - Berlin Exhibition 1975 (AFG_145)"",""ark"":""ark:/86530/x0/e6ea8d4c-b3f2-5e25-ac08-2b663a196a75"",""uri"":""/repositories/13/archival_objects/328278"",""id"":""isad:rub:3068"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""53: Problems - Berlin Exhibition 1975 (AFG_145)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e6ea8d4c-b3f2-5e25-ac08-2b663a196a75,,,,,,,,,,,,
b788984c-d157-5d89-8ed7-77b6e6af705e,tg:rubgr:5287_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b788984c-d157-5d89-8ed7-77b6e6af705e,tg:rubgr:5287_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1975,permission required
b7991f25-802e-57f8-ab5e-f0a720f54590,tg:rubgr:5102_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:5102_#1,https://data.rubenianum.be//ark:/86530/b7991f25-802e-57f8-ab5e-f0a720f54590,,
b7991f25-802e-57f8-ab5e-f0a720f54590,tg:rubgr:5102_#1,e22_Archives,1,isad:rub:3064,"dlod={""name"":""49: Stridbeck Disputation Sweden (AFG_142)"",""ark"":""ark:/86530/x0/feabe620-0fd3-58f5-bc87-d64637ad4e46"",""uri"":""/repositories/13/archival_objects/327850"",""id"":""isad:rub:3064"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""49: Stridbeck Disputation Sweden (AFG_142)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/feabe620-0fd3-58f5-bc87-d64637ad4e46,,,,,,,,,,,,
b7991f25-802e-57f8-ab5e-f0a720f54590,tg:rubgr:5102_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b7991f25-802e-57f8-ab5e-f0a720f54590,tg:rubgr:5102_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1956,permission required
b7cf1c86-0122-5e1c-948f-2c56cef3f7d4,tg:rubgr:572_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:572_#1,https://data.rubenianum.be//ark:/86530/b7cf1c86-0122-5e1c-948f-2c56cef3f7d4,,
b7cf1c86-0122-5e1c-948f-2c56cef3f7d4,tg:rubgr:572_#1,e22_Archives,1,isad:rub:2941,"dlod={""name"":""Map 1 (AFG_011)"",""ark"":""ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771"",""uri"":""/repositories/13/archival_objects/314689"",""id"":""isad:rub:2941"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""V: Resurrection / Death of Virgin / Monkeys / Suicide of Saul / Flight into Egypt""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_011)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771,,,,,,,,,,,,
b7cf1c86-0122-5e1c-948f-2c56cef3f7d4,tg:rubgr:572_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b7cf1c86-0122-5e1c-948f-2c56cef3f7d4,tg:rubgr:572_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1959,permission required
b7e2a561-5d14-5d4f-a37c-7672e1377343,tg:rubgr:4224_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4224_#1,https://data.rubenianum.be//ark:/86530/b7e2a561-5d14-5d4f-a37c-7672e1377343,,
b7e2a561-5d14-5d4f-a37c-7672e1377343,tg:rubgr:4224_#1,e22_Archives,1,isad:rub:3032,"dlod={""name"":""18: Notes \u0026 Printed Material (AFG_111)"",""ark"":""ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0"",""uri"":""/repositories/13/archival_objects/324426"",""id"":""isad:rub:3032"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""18: Notes \u0026 Printed Material (AFG_111)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0,,,,,,,,,,,,
b7e2a561-5d14-5d4f-a37c-7672e1377343,tg:rubgr:4224_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
b7e2a561-5d14-5d4f-a37c-7672e1377343,tg:rubgr:4224_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1967,permission required
b7fdabf9-7b1b-53f9-a213-70e3f0de8151,tg:rubgr:4740_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4740_#1,https://data.rubenianum.be//ark:/86530/b7fdabf9-7b1b-53f9-a213-70e3f0de8151,,
