card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language
e22_Items,1,lhsc,tg:lhsc:810_#1,K2 B 28 C,7efb0d56-733b-501f-8493-376d716be84a,7efb0d56-733b-501f-8493-376d716be84a,tg:lhsc:810_#1,tr:lh:2212,42279,,,,,,
e22_Items,1,lhsc,tg:lhsc:968_#1,K2 B 45 A,7e88a998-8380-5821-b5e9-4542b8f7c993,7e88a998-8380-5821-b5e9-4542b8f7c993,tg:lhsc:968_#1,,54333,,,,,,
e22_Items,1,lhsc,tg:lhsc:800_#1,K2 B 28 A,62b716fb-941b-5c42-af20-39e994c4b961,62b716fb-941b-5c42-af20-39e994c4b961,tg:lhsc:800_#1,tr:lh:2212,42284/1,,,,,,
e22_Items,1,lhsc,tg:lhsc:978_#1,K2 B 45 D,399730dc-0f81-5bb6-b01f-ea675b62998c,399730dc-0f81-5bb6-b01f-ea675b62998c,tg:lhsc:978_#1,tr:lh:2621,51558,,isad:lh:96780,,,,
e22_Items,1,lhsc,tg:lhsc:1364_#1,K2 B 76 A,dc8adc7c-c1b6-5148-bad1-cedc30009843,dc8adc7c-c1b6-5148-bad1-cedc30009843,tg:lhsc:1364_#1,,52693,,,,,,
e22_Items,1,lhsc,tg:lhsc:765_#1,K2 B 18 D,cb0ad479-4604-5665-8a55-a11a6f0cc3e3,cb0ad479-4604-5665-8a55-a11a6f0cc3e3,tg:lhsc:765_#1,tr:lh:5300,104374,,isad:lh:96736,,,,
e22_Items,1,lhsc,tg:lhsc:775_#1,K2 B 20 C,81162448-ba35-5831-9e1d-9a2d09128de0,81162448-ba35-5831-9e1d-9a2d09128de0,tg:lhsc:775_#1,,87245,,,,,,
e22_Items,1,lhsc,tg:lhsc:413_#1,K2 C 9,491d079b-08db-5e7d-9430-f5cd6701d856,491d079b-08db-5e7d-9430-f5cd6701d856,tg:lhsc:413_#1,tr:lh:9804,59815,,,,,,
e22_Items,1,lhsc,tg:lhsc:4923_#1,K2 B 21B,dada0d20-b120-5b41-bb2f-30d7a936202a,dada0d20-b120-5b41-bb2f-30d7a936202a,tg:lhsc:4923_#1,,201585,,,,,,
e22_Items,1,lhsc,tg:lhsc:9441_#1,,4a99b7b6-8074-58b2-adb4-d7dfe43104b7,4a99b7b6-8074-58b2-adb4-d7dfe43104b7,tg:lhsc:9441_#1,,,V3 D 1 E,,,,,
e22_Items,1,lhsc,tg:lhsc:717_#1,K2 B 15 A,17e7a8bc-7300-53b3-b900-3f45ed63c864,17e7a8bc-7300-53b3-b900-3f45ed63c864,tg:lhsc:717_#1,tr:lh:2879,58112,,isad:lh:96726,,,,
e22_Items,1,lhsc,tg:lhsc:1316_#1,K2 B 67 B,80ccf768-f28f-5aa1-bafc-f7e4efa119b7,80ccf768-f28f-5aa1-bafc-f7e4efa119b7,tg:lhsc:1316_#1,,WK51A,,,,,,
e22_Items,1,lhsc,tg:lhsc:1306_#1,K2 B 65 D,418a27ba-4c2a-51be-afac-dcd7673132d8,418a27ba-4c2a-51be-afac-dcd7673132d8,tg:lhsc:1306_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:872_#1,K2 B 39 E,87b79bee-cdc8-541d-8699-77f993ec5988,87b79bee-cdc8-541d-8699-77f993ec5988,tg:lhsc:872_#1,,138966,,,,,,
e22_Items,1,lhsc,tg:lhsc:5707_#1,K 2 C 02 A,da4fcf40-48c5-583f-ab7f-7b5b44c20810,da4fcf40-48c5-583f-ab7f-7b5b44c20810,tg:lhsc:5707_#1,,198300,,,,,,
e22_Items,1,lhsc,tg:lhsc:862_#1,K2 B 39 A,7ea1080e-261b-57e3-ac92-d37eb0e285a7,7ea1080e-261b-57e3-ac92-d37eb0e285a7,tg:lhsc:862_#1,,128980,,isad:lh:96801,,,,
e22_Items,1,lhsc,tg:lhsc:7201_#1,K2 B 32 B,529adf8d-f465-5e0c-9905-8ff8e31fb748,529adf8d-f465-5e0c-9905-8ff8e31fb748,tg:lhsc:7201_#1,,219236,,,,,,
e22_Items,1,lhsc,tg:lhsc:1108_#1,K2 B 56 B,aa4d556d-3856-595b-80a5-48b7e2a57858,aa4d556d-3856-595b-80a5-48b7e2a57858,tg:lhsc:1108_#1,tr:lh:1146,20154,,,,,,
e22_Items,1,lhsc,tg:lhsc:1070_#1,K2 B 53 A,ae90e7fb-a554-5e01-88f5-9c43a83fd8d0,ae90e7fb-a554-5e01-88f5-9c43a83fd8d0,tg:lhsc:1070_#1,,234509,,,,,,
e22_Items,1,lhsc,tg:lhsc:1118_#1,K2 B 58 A,cec7bb5a-ed1b-58b3-85e2-ff5abaf9bc6f,cec7bb5a-ed1b-58b3-85e2-ff5abaf9bc6f,tg:lhsc:1118_#1,,174145,,,,,,
e22_Items,1,lhsc,tg:lhsc:1060_#1,K2 B 51 B,68bcea79-5ca1-54bb-934b-bb6c0b2a33eb,68bcea79-5ca1-54bb-934b-bb6c0b2a33eb,tg:lhsc:1060_#1,tr:lh:2988,60139,,isad:lh:96802,,,,
e22_Items,1,lhsc,tg:lhsc:1094_#1,K2 B 55 B,d00401b2-87df-5f99-aeb5-fd4bd2ae2b8a,d00401b2-87df-5f99-aeb5-fd4bd2ae2b8a,tg:lhsc:1094_#1,,104588,,,,,,
e22_Items,1,lhsc,tg:lhsc:1084_#1,K2 B 54 B,3d117789-daea-5fc6-8c94-267cc8e1e946,3d117789-daea-5fc6-8c94-267cc8e1e946,tg:lhsc:1084_#1,tr:lh:516,9914,,,,,,
e22_Items,1,lhsc,tg:lhsc:896_#1,K2 B 41 A,c0dcc9f3-0ff7-5d4b-b701-6f950a502b1f,c0dcc9f3-0ff7-5d4b-b701-6f950a502b1f,tg:lhsc:896_#1,tr:lh:2879,46598,,isad:lh:96726,,,,
e22_Items,1,lhsc,tg:lhsc:886_#1,K2 B 40 C,d6a14d0a-4112-5210-a1f5-5b932b0445c1,d6a14d0a-4112-5210-a1f5-5b932b0445c1,tg:lhsc:886_#1,tr:lh:2212,42363,,,,,,
e22_Items,1,lhsc,tg:lhsc:957_#1,K2 B 44 E,e7d7ee72-9900-5f86-80fc-56452fdbf9e4,e7d7ee72-9900-5f86-80fc-56452fdbf9e4,tg:lhsc:957_#1,tr:lh:3207,63847,,isad:lh:96748,,,,
e22_Items,1,lhsc,tg:lhsc:947_#1,K2 B 44 C,f8151370-c473-51e8-b314-3075612ed477,f8151370-c473-51e8-b314-3075612ed477,tg:lhsc:947_#1,,46340,,,,,,
e22_Items,1,lhsc,tg:lhsc:1233_#1,K2 B 60 C,23337af5-55c8-580c-973a-6379002c69a7,23337af5-55c8-580c-973a-6379002c69a7,tg:lhsc:1233_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:9186_#1,K2 B 27 A,f4f86a78-193a-5b50-afd7-1cbb2a2f38d3,f4f86a78-193a-5b50-afd7-1cbb2a2f38d3,tg:lhsc:9186_#1,,220907,,isad:lh:96876,,,,
e22_Items,1,lhsc,tg:lhsc:1155_#1,K2 C 5,4d4b7749-11ac-5e88-8247-40402304fc39,4d4b7749-11ac-5e88-8247-40402304fc39,tg:lhsc:1155_#1,tr:lh:515,10319/2,,isad:lh:96733,,,,
e22_Items,1,lhsc,tg:lhsc:54_#1,K2 B 32 C,3d8b0e02-af4b-5df6-9dc1-e83022431b3c,3d8b0e02-af4b-5df6-9dc1-e83022431b3c,tg:lhsc:54_#1,tr:lh:1792,31961/2,,isad:lh:96704,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:9398_#1,K2 B 29 B,a1e7575e-283c-5144-9b8b-3a1bedc0f8f6,a1e7575e-283c-5144-9b8b-3a1bedc0f8f6,tg:lhsc:9398_#1,tr:lh:134036,,,isad:lh:141075,,,,
e22_Items,1,lhsc,tg:lhsc:1145_#1,,6758e2cf-ff8b-5f72-b9c5-90a03346b8aa,6758e2cf-ff8b-5f72-b9c5-90a03346b8aa,tg:lhsc:1145_#1,,78334,,,,,,
e22_Items,1,lhsc,tg:lhsc:1137_#1,K2 B 00,4cfd3c54-7c3d-5e34-902c-7e4767b41299,4cfd3c54-7c3d-5e34-902c-7e4767b41299,tg:lhsc:1137_#1,,124378,,,,,,
e22_Items,1,lhsc,tg:lhsc:9282_#1,,5b5af3fb-7702-5f6f-9009-e231410da310,5b5af3fb-7702-5f6f-9009-e231410da310,tg:lhsc:9282_#1,tr:lh:22,549,,isad:lh:96883,,,,
e22_Items,1,lhsc,tg:lhsc:9292_#1,"G 3633 / I K-2, 27 B (midden)",ce32f57a-0082-5acd-a2a5-8f7e659930ca,ce32f57a-0082-5acd-a2a5-8f7e659930ca,tg:lhsc:9292_#1,,221084,,,,,,
e22_Items,1,lhsc,tg:lhsc:1127_#1,K2 B 59 A,968487b1-18dd-59b2-bcf6-5789acbdc071,968487b1-18dd-59b2-bcf6-5789acbdc071,tg:lhsc:1127_#1,,198023,,,,,,
e22_Items,1,lhsc,tg:lhsc:781_#1,K2 B 22 C,a3a398e9-5598-5031-81cb-efe71278d2d7,a3a398e9-5598-5031-81cb-efe71278d2d7,tg:lhsc:781_#1,tr:lh:3431,56334,,,,,,
e22_Items,1,lhsc,tg:lhsc:791_#1,K2 B 27 A,5cb799d7-73fb-5953-b6ff-b6dd7681e2c5,5cb799d7-73fb-5953-b6ff-b6dd7681e2c5,tg:lhsc:791_#1,,119922,,,,,,
e22_Items,1,lhsc,tg:lhsc:935_#1,K2 B 44 A,524311aa-5156-56bc-a92c-cbce97ed6ef1,524311aa-5156-56bc-a92c-cbce97ed6ef1,tg:lhsc:935_#1,,221309/6,,,,,,
e22_Items,1,lhsc,tg:lhsc:5738_#1,K2 B 57 B,f0315f8c-03fc-52df-99d2-f17179489ef2,f0315f8c-03fc-52df-99d2-f17179489ef2,tg:lhsc:5738_#1,,202323,,,,,,
e22_Items,1,lhsc,tg:lhsc:925_#1,K2 B 43 B,b34ae544-6c57-5c5d-a4a5-3da9bb9cdf6b,b34ae544-6c57-5c5d-a4a5-3da9bb9cdf6b,tg:lhsc:925_#1,,40293/2,,,,,,
e22_Items,1,lhsc,tg:lhsc:738_#1,K2 B 16 D,64704d2d-267a-5bcc-aef4-34847a2ee39c,64704d2d-267a-5bcc-aef4-34847a2ee39c,tg:lhsc:738_#1,,235699,,,,,,
e22_Items,1,lhsc,tg:lhsc:728_#1,K2 B 16 A,005a5b2d-8288-59a3-beef-b164f087713c,005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,,168006,,,,,,
e22_Items,1,lhsc,tg:lhsc:774_#1,K2 B 19 F,36eac6a3-d5fc-50bb-afda-36fcf12034a3,36eac6a3-d5fc-50bb-afda-36fcf12034a3,tg:lhsc:774_#1,,221306,,,,,,
e22_Items,1,lhsc,tg:lhsc:764_#1,K2 B 18 C,fbeef913-1649-591d-aab4-f8c223ca0b0b,fbeef913-1649-591d-aab4-f8c223ca0b0b,tg:lhsc:764_#1,tr:lh:2212,42374/1,,,,,,
e22_Items,1,lhsc,tg:lhsc:412_#1,Belpaire-kabinet,f9de22a4-d9f6-5827-b9e8-2a6a16745f01,f9de22a4-d9f6-5827-b9e8-2a6a16745f01,tg:lhsc:412_#1,,104569/3,,,,,,
e22_Items,1,lhsc,tg:lhsc:8191_#1,SC 04 E 1,276b4b81-a607-5ffe-8d26-075ffa1f8acc,276b4b81-a607-5ffe-8d26-075ffa1f8acc,tg:lhsc:8191_#1,tr:lh:9341,219777,,isad:lh:96873,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1003_#1,K2 B 46 E,f451990f-ca09-5174-8e92-0b3772e9694a,f451990f-ca09-5174-8e92-0b3772e9694a,tg:lhsc:1003_#1,tr:lh:6151,141900,,isad:lh:96785,,,,
e22_Items,1,lhsc,tg:lhsc:1013_#1,K2 B 47 B,628dd530-34d1-5735-9742-f8af61048a0d,628dd530-34d1-5735-9742-f8af61048a0d,tg:lhsc:1013_#1,,177402,,,,,,
e22_Items,1,lhsc,tg:lhsc:1365_#1,K2 B 76 B,f5b74ffe-7c64-576c-90c1-a1420c67de56,f5b74ffe-7c64-576c-90c1-a1420c67de56,tg:lhsc:1365_#1,,62324,,,,,,
e22_Items,1,lhsc,tg:lhsc:979_#1,K2 B 45 D,325e1e26-8c04-59e2-9fd6-409cc638742e,325e1e26-8c04-59e2-9fd6-409cc638742e,tg:lhsc:979_#1,,64275,,,,,,
e22_Items,1,lhsc,tg:lhsc:801_#1,K2 B 28 A,bf072908-9ef2-5c7d-9388-880deb8e1419,bf072908-9ef2-5c7d-9388-880deb8e1419,tg:lhsc:801_#1,tr:lh:2212,42284/2,,,,,,
e22_Items,1,lhsc,tg:lhsc:969_#1,K2 B 45 B,8b6c3a4f-6578-5c2b-8e48-aff071cc164f,8b6c3a4f-6578-5c2b-8e48-aff071cc164f,tg:lhsc:969_#1,,221303,,,,,,
e22_Items,1,lhsc,tg:lhsc:811_#1,K2 B 29 A,a71f8663-a99c-53f4-80f3-671bf9338399,a71f8663-a99c-53f4-80f3-671bf9338399,tg:lhsc:811_#1,tr:lh:1078,19211/1,,isad:lh:96741,,,,
e22_Items,1,lhsc,tg:lhsc:863_#1,K2 B 39 A,8bc7938b-70a9-5a30-842f-86dd859518e3,8bc7938b-70a9-5a30-842f-86dd859518e3,tg:lhsc:863_#1,tr:lh:921,16986/1,,,,,,
e22_Items,1,lhsc,tg:lhsc:873_#1,K2 B 39 E,c0e84d37-a56d-5863-9655-484fdc886688,c0e84d37-a56d-5863-9655-484fdc886688,tg:lhsc:873_#1,tr:lh:5113,101044,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1317_#1,K2 B 67 B,4e9992a4-b5ed-56fb-beb1-82ddd0087f0a,4e9992a4-b5ed-56fb-beb1-82ddd0087f0a,tg:lhsc:1317_#1,,WK51C,,,,,,
e22_Items,1,lhsc,tg:lhsc:1061_#1,K2 B 51 C,d17ce63f-a794-518b-a4f4-09a9af24f32b,d17ce63f-a794-518b-a4f4-09a9af24f32b,tg:lhsc:1061_#1,tr:lh:2212,42255,,,,,,
e22_Items,1,lhsc,tg:lhsc:1119_#1,K2 B 58 A,0f50d945-283d-5eed-88f3-91dc9634551f,0f50d945-283d-5eed-88f3-91dc9634551f,tg:lhsc:1119_#1,,47985,,,,,,
e22_Items,1,lhsc,tg:lhsc:1109_#1,K2 B 56 B,2765889e-4722-5e02-b933-c61b2260b8d5,2765889e-4722-5e02-b933-c61b2260b8d5,tg:lhsc:1109_#1,tr:lh:1373,23441,,,,,,
e22_Items,1,lhsc,tg:lhsc:9440_#1,,25052abe-c8e3-5ac3-916d-6ec9db9d0c73,25052abe-c8e3-5ac3-916d-6ec9db9d0c73,tg:lhsc:9440_#1,,,V3 D 1 E,,,,,
e22_Items,1,lhsc,tg:lhsc:4922_#1,K2 B 20A,4c616200-eb11-51bb-977e-78bbf7f64c78,4c616200-eb11-51bb-977e-78bbf7f64c78,tg:lhsc:4922_#1,tr:lh:398,8030,,,,,,
e22_Items,1,lhsc,tg:lhsc:716_#1,K2 B 15 A,efc11a43-7706-509f-ab61-2056186f6132,efc11a43-7706-509f-ab61-2056186f6132,tg:lhsc:716_#1,,50321,,,,,,
e22_Items,1,lhsc,tg:lhsc:706_#1,K2 B 14 D,b617752a-5feb-5abc-b2c2-e39e06bc80c2,b617752a-5feb-5abc-b2c2-e39e06bc80c2,tg:lhsc:706_#1,tr:lh:2925,59192,,,,,,
e22_Items,1,lhsc,tg:lhsc:1222_#1,K2 B 46 B,80bfb3d2-25e9-5b78-8f15-e86c58726694,80bfb3d2-25e9-5b78-8f15-e86c58726694,tg:lhsc:1222_#1,,158631/b,,,,,,
e22_Items,1,lhsc,tg:lhsc:1232_#1,K2 B 60 C,5fa88979-e5c8-53b4-b9eb-714b017b90ec,5fa88979-e5c8-53b4-b9eb-714b017b90ec,tg:lhsc:1232_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:946_#1,K2 B 44 C,e5fe2791-85ef-5db9-b6f1-4b5d1461a3bd,e5fe2791-85ef-5db9-b6f1-4b5d1461a3bd,tg:lhsc:946_#1,tr:lh:2055,38543,,isad:lh:96770,,,,
e22_Items,1,lhsc,tg:lhsc:956_#1,K2 B 44 E,5700305b-4681-5d13-955c-b2882b976575,5700305b-4681-5d13-955c-b2882b976575,tg:lhsc:956_#1,tr:lh:2190,41388,,isad:lh:96773,,,,
e22_Items,1,lhsc,tg:lhsc:1669_#1,V0 V,57709b75-8a80-5428-81b8-79335bc7ecbb,57709b75-8a80-5428-81b8-79335bc7ecbb,tg:lhsc:1669_#1,,202837,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1144_#1,K2 C 1,87315d08-3807-5ccb-91dd-3c15b86a4c1d,87315d08-3807-5ccb-91dd-3c15b86a4c1d,tg:lhsc:1144_#1,tr:lh:1492,28071,,,,,,
e22_Items,1,lhsc,tg:lhsc:9399_#1,K 2 C 07 A,f2d75800-6c79-5cd2-a3c5-05fbf9e04618,f2d75800-6c79-5cd2-a3c5-05fbf9e04618,tg:lhsc:9399_#1,,,,,,,,
e22_Items,1,lhsc,tg:lhsc:55_#1,K2 B 31 C,090aa3db-92a0-5c8c-bab3-0428231e3727,090aa3db-92a0-5c8c-bab3-0428231e3727,tg:lhsc:55_#1,tr:lh:1792,31961/3,,isad:lh:96704,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1154_#1,K2 C 5,fb39de7d-c230-5dbe-a8c3-5cbe1a0ac9d4,fb39de7d-c230-5dbe-a8c3-5cbe1a0ac9d4,tg:lhsc:1154_#1,tr:lh:515,10319/1,,isad:lh:96733,,,,
e22_Items,1,lhsc,tg:lhsc:9330_#1,O 3346/V doos 33,422bb113-264f-508a-9d47-135037c78c42,422bb113-264f-508a-9d47-135037c78c42,tg:lhsc:9330_#1,tr:lh:5496,108188,V3 D 1 B4,isad:lh:96886,,,,
e22_Items,1,lhsc,tg:lhsc:1085_#1,K2 B 54 C,1dadeaf1-914d-5c51-a052-2e4ac5d2ca08,1dadeaf1-914d-5c51-a052-2e4ac5d2ca08,tg:lhsc:1085_#1,,234360,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1095_#1,K2 B 55 B,2fc25530-5850-577d-bd43-a91550029000,2fc25530-5850-577d-bd43-a91550029000,tg:lhsc:1095_#1,tr:lh:2212,42287,,,,,,
e22_Items,1,lhsc,tg:lhsc:887_#1,K2 B 40 D,a5729a69-5a17-5667-a83e-b2408f5ba195,a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,tr:lh:1762,32845,,,,,,
e22_Items,1,lhsc,tg:lhsc:897_#1,K2 B 41 B,ad5fe017-8b0c-5425-a644-bb5ab6bb4de6,ad5fe017-8b0c-5425-a644-bb5ab6bb4de6,tg:lhsc:897_#1,tr:lh:2212,42361,,,,,,
e22_Items,1,lhsc,tg:lhsc:729_#1,K2 B 16 A,8d9f476f-4d70-5fae-84fe-b1c7b6ddf4f5,8d9f476f-4d70-5fae-84fe-b1c7b6ddf4f5,tg:lhsc:729_#1,tr:lh:2212,42375,,,,,,
e22_Items,1,lhsc,tg:lhsc:739_#1,K2 B 16 D,926258eb-e240-587d-9c70-bb464fc12882,926258eb-e240-587d-9c70-bb464fc12882,tg:lhsc:739_#1,,235700,,,,,,
e22_Items,1,lhsc,tg:lhsc:6938_#1,K2 B 24 A,7ee6feee-0bf5-5ff9-b573-121fb93e2adf,7ee6feee-0bf5-5ff9-b573-121fb93e2adf,tg:lhsc:6938_#1,tr:lh:7692,218281,,,,,,
e22_Items,1,lhsc,tg:lhsc:1126_#1,K2 B 59 A,a64f375b-37ec-55b8-a808-7c20d1c0475d,a64f375b-37ec-55b8-a808-7c20d1c0475d,tg:lhsc:1126_#1,tr:lh:6125,140996,,isad:lh:96827,,,,
e22_Items,1,lhsc,tg:lhsc:1136_#1,K2 B 00,3516ec26-a210-560d-bfa6-1d33b2016efe,3516ec26-a210-560d-bfa6-1d33b2016efe,tg:lhsc:1136_#1,,221291,,,,,,
e22_Items,1,lhsc,tg:lhsc:924_#1,K2 B 43 B,8a6f4434-1056-5e6b-886c-0f71b8e05eab,8a6f4434-1056-5e6b-886c-0f71b8e05eab,tg:lhsc:924_#1,,40293/1,,,,,,
e22_Items,1,lhsc,tg:lhsc:934_#1,K2 B 44 A,dbcbc2e4-eb4e-57c6-929d-04617c8e9f71,dbcbc2e4-eb4e-57c6-929d-04617c8e9f71,tg:lhsc:934_#1,,221302,,,,,,
e22_Items,1,lhsc,tg:lhsc:790_#1,K2 B 26 C,e809261a-2c90-53fb-bb27-7e01ba0a6a9d,e809261a-2c90-53fb-bb27-7e01ba0a6a9d,tg:lhsc:790_#1,tr:lh:58,1089/2,,,,,,
e22_Items,1,lhsc,tg:lhsc:1328_#1,K2 B 69 D,bef8334b-1ef7-5d62-b431-094107a4c9f7,bef8334b-1ef7-5d62-b431-094107a4c9f7,tg:lhsc:1328_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:780_#1,K2 B 21 C,a39bc92c-8e99-518e-b1be-433b548e38f3,a39bc92c-8e99-518e-b1be-433b548e38f3,tg:lhsc:780_#1,,148138,,,,,,
e22_Items,1,lhsc,tg:lhsc:902_#1,K2 B 41 C,29c9e795-a7a5-5c24-b6e5-a9019e331b27,29c9e795-a7a5-5c24-b6e5-a9019e331b27,tg:lhsc:902_#1,tr:lh:2413,47410/1,,isad:lh:96759,,,,
e22_Items,1,lhsc,tg:lhsc:912_#1,K2 B 42 A,86acd6ee-49c7-5b2c-baf4-a6c25c37024b,86acd6ee-49c7-5b2c-baf4-a6c25c37024b,tg:lhsc:912_#1,,9461/1,,,,,,
e22_Items,1,lhsc,tg:lhsc:1266_#1,K2 B 62 B,4e0cef7b-e4ba-5aaa-b2c8-509a41ce42f9,4e0cef7b-e4ba-5aaa-b2c8-509a41ce42f9,tg:lhsc:1266_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:1276_#1,K2 B 63 D,dca16101-dc18-552c-9bd8-bb5584b985c4,dca16101-dc18-552c-9bd8-bb5584b985c4,tg:lhsc:1276_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:1078_#1,K2 B 53 D,0a814c86-14a7-5663-9211-8039864f9af7,0a814c86-14a7-5663-9211-8039864f9af7,tg:lhsc:1078_#1,,30178,,,,,,
e22_Items,1,lhsc,tg:lhsc:1100_#1,K2 B 55 C,a9eb683c-0969-588a-8f65-a20c0c766508,a9eb683c-0969-588a-8f65-a20c0c766508,tg:lhsc:1100_#1,tr:lh:6034,133380,,isad:lh:96819,,,,
e22_Items,1,lhsc,tg:lhsc:1068_#1,K2 B 52 C,ec097d6c-de14-5c47-bcd4-e59a70022cff,ec097d6c-de14-5c47-bcd4-e59a70022cff,tg:lhsc:1068_#1,tr:lh:444,8779,,isad:lh:96805,,,,
e22_Items,1,lhsc,tg:lhsc:1110_#1,K2 B 56 B,1a6f7fa5-2876-5261-b48e-17a42a59feb7,1a6f7fa5-2876-5261-b48e-17a42a59feb7,tg:lhsc:1110_#1,tr:lh:3836,73756,,isad:lh:96820,,,,
e22_Items,1,lhsc,tg:lhsc:9364_#1,K2 B 53 B,e2bbb87e-9097-5bb3-8ec5-33ec9f90adad,e2bbb87e-9097-5bb3-8ec5-33ec9f90adad,tg:lhsc:9364_#1,tr:lh:9371,221367,,isad:lh:96896,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1684_#1,K2 B 35 b,830f4fec-d8bc-5a13-a16d-b186256e9da8,830f4fec-d8bc-5a13-a16d-b186256e9da8,tg:lhsc:1684_#1,,199635,,,,,,
e22_Items,1,lhsc,tg:lhsc:677_#1,K2 B 06 B,82600d44-b5d0-57d7-8048-6940455cfb10,82600d44-b5d0-57d7-8048-6940455cfb10,tg:lhsc:677_#1,,221280,,,,,,
e22_Items,1,lhsc,tg:lhsc:667_#1,K2 B 04 B,143216bb-25cd-5f2e-bc4e-42443f215206,143216bb-25cd-5f2e-bc4e-42443f215206,tg:lhsc:667_#1,,101690,,,,,,
e22_Items,1,lhsc,tg:lhsc:9060_#1,K2 26 A,3c99d683-6dc3-5002-a0ab-2b9a29984450,3c99d683-6dc3-5002-a0ab-2b9a29984450,tg:lhsc:9060_#1,,174196/a-b,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:9316_#1,K2 15 D,763ef931-00ea-5e2d-8800-7d6d000b1416,763ef931-00ea-5e2d-8800-7d6d000b1416,tg:lhsc:9316_#1,tr:lh:9320,221121,,,,,,
e22_Items,1,lhsc,tg:lhsc:1983_#1,K2 B 35 b,bb9a6304-ff31-5f1c-b5ac-4c16e6041900,bb9a6304-ff31-5f1c-b5ac-4c16e6041900,tg:lhsc:1983_#1,tr:lh:6595,166130/1,,isad:lh:96771,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1162_#1,K2 C 8,081051a0-1247-5aab-a807-9a2a41578bc8,081051a0-1247-5aab-a807-9a2a41578bc8,tg:lhsc:1162_#1,tr:lh:2212,42231,,,,,,
e22_Items,1,lhsc,tg:lhsc:1172_#1,K 2 C 9,c3add264-2d94-5407-81dc-530476588fb4,c3add264-2d94-5407-81dc-530476588fb4,tg:lhsc:1172_#1,tr:lh:901,16455,,isad:lh:96835,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1204_#1,K2 B 59 A,159af83d-e7ab-5fc8-bc19-dd5ec8b2beca,159af83d-e7ab-5fc8-bc19-dd5ec8b2beca,tg:lhsc:1204_#1,tr:lh:2794,99142,,isad:lh:96703,,,,
e22_Items,1,lhsc,tg:lhsc:960_#1,K2 B 44 F,39a28bd5-6bd5-5c0e-aadd-84423b284d1d,39a28bd5-6bd5-5c0e-aadd-84423b284d1d,tg:lhsc:960_#1,tr:lh:4093,79421/2,,isad:lh:96774,,,,
e22_Items,1,lhsc,tg:lhsc:6417_#1,K2 B 65 A,f7bf8683-60f8-5737-b81a-de62c2e76cb8,f7bf8683-60f8-5737-b81a-de62c2e76cb8,tg:lhsc:6417_#1,,218017/2,,,,,,
e22_Items,1,lhsc,tg:lhsc:818_#1,K2 B 29 B,d4c4572d-2e81-552c-94ab-22ac992702c7,d4c4572d-2e81-552c-94ab-22ac992702c7,tg:lhsc:818_#1,,19150/3,,,,,,
e22_Items,1,lhsc,tg:lhsc:970_#1,K2 B 45 B,b5c70402-6682-5207-b5e7-12752be187d0,b5c70402-6682-5207-b5e7-12752be187d0,tg:lhsc:970_#1,tr:lh:1078,19210,,isad:lh:96741,,,,
e22_Items,1,lhsc,tg:lhsc:808_#1,K2 B 28 B,2cef2b50-6110-568b-b191-5dbee595254f,2cef2b50-6110-568b-b191-5dbee595254f,tg:lhsc:808_#1,,53758,,,,,,
e22_Items,1,lhsc,tg:lhsc:984_#1,K2 B 45 F,5d33bdff-085d-569e-9fa4-b19c8dd28965,5d33bdff-085d-569e-9fa4-b19c8dd28965,tg:lhsc:984_#1,tr:lh:866,15862,,,,,,
e22_Items,1,lhsc,tg:lhsc:994_#1,K2 B 46 C,fe30b46b-4a89-5881-9307-5225e1149f79,fe30b46b-4a89-5881-9307-5225e1149f79,tg:lhsc:994_#1,tr:lh:9923,147597,,,,,,
e22_Items,1,lhsc,tg:lhsc:730_#1,K2 B 16 B,38840fe8-147b-538c-8cdb-bf2e53ec5db3,38840fe8-147b-538c-8cdb-bf2e53ec5db3,tg:lhsc:730_#1,,1128/1,,,,,,
