ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Annotation Type,Annotation Language,Annotation,Description Type,Description Language,Description,au_code,au_name,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Start Date,End Date,Connected Subject Role,Connected Subject Widget
c328943a-46b9-5aca-9210-f61f26e379ec,e73_Copyrights,tg:mmbdc:63,,begindatum,,,,,,,,,1906,No Known Copyright,2021,,,,,,,,,,,,,,,,,,,,,,,,
c328943a-46b9-5aca-9210-f61f26e379ec,e73_CreationActors,tg:mmbdc:63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::27863:1,"Cols, Alphonse",authors,,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
c328943a-46b9-5aca-9210-f61f26e379ec,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c328943a-46b9-5aca-9210-f61f26e379ec,e73_CreationTimeSpans,tg:mmbdc:63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906-02-02,1918-12-31,,
c328943a-46b9-5aca-9210-f61f26e379ec,e73_MaterialRecords,tg:mmbdc:63,1,,,,,,,f664b0be-e2de-5c60-a369-b59445e5bc0e,tg:mmbdc:63_#1,"[{""resourceId"": ""f664b0be-e2de-5c60-a369-b59445e5bc0e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a2e70e31-eafd-431a-98f3-897e31a6b5aa"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
c40b140e-3f37-5f20-b2e1-026d4cb94827,AA,tg:mmbdc:153,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/c40b140e-3f37-5f20-b2e1-026d4cb94827,object identifier,tg:mmbdc:153,record identifiers,MMB.A.2492,titles proper,"Inventaire 1909, brouillon B",French (language),Documenten,remarks,Nederlands,302 bladzijden,descriptive note,Nederlands,"Ontwerp voor een catalogus van de collectie, gebaseerd op de handgeschreven inventaris van Henriëtte (niet gerealiseerd)",,,,,,,,,
c40b140e-3f37-5f20-b2e1-026d4cb94827,e73_Copyrights,tg:mmbdc:153,,begindatum,,,,,,,,,1909,In Copyright,2024,,,,,,,,,,,,,,,,,,,,,,,,
c40b140e-3f37-5f20-b2e1-026d4cb94827,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c40b140e-3f37-5f20-b2e1-026d4cb94827,e73_CreationTimeSpans,tg:mmbdc:153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909,,,
c40b140e-3f37-5f20-b2e1-026d4cb94827,e73_MaterialRecords,tg:mmbdc:153,1,,,,,,,e58f89be-da92-5234-adda-204c9b4ab038,tg:mmbdc:153_#1,"[{""resourceId"": ""e58f89be-da92-5234-adda-204c9b4ab038"", ""ontologyProperty"": """", ""resourceXresourceId"": ""702dba24-262f-44ef-9a29-dda3229cffc7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,AA,tg:mmbdc:16,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,object identifier,tg:mmbdc:16,record identifiers,MMB.A.1204,constructed titles,Bidprentje Eléonore Marie Adolphine Agie,Dutch (language),Documenten,,,,,,,,,,,,,,,
c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,e73_ConnectedSubjects,tg:mmbdc:16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115232:1,"Agie, Eléonore Marie Adolphine",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/12220375"",""au::115232"",""au::115232:1"",""ark:/83110/x0/b4cea2ba-7897-59f0-b893-23cf36391aca"",""Eléonore Marie Adolphine Agie"",""ark:/83110/x0/52d09b89-a969-5e35-a16c-e3379d50cb1a""],""name"":""Eléonore Marie Adolphine Agie"",""ark"":""ark:/83110/x0/52d09b89-a969-5e35-a16c-e3379d50cb1a"",""uri"":""/agents/people/12220375"",""id"":""au::115232:1"",""resourceArk"":""ark:/83110/x0/b4cea2ba-7897-59f0-b893-23cf36391aca"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,e73_Copyrights,tg:mmbdc:16,,begindatum,,,,,,,,,1909,In Copyright,2024,,,,,,,,,,,,,,,,,,,,,,,,
c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,e73_CreationTimeSpans,tg:mmbdc:16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909-07-15,,,
c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,e73_MaterialRecords,tg:mmbdc:16,1,,,,,,,6e7e86ee-6828-5f4c-887f-0e6df4a4e461,tg:mmbdc:16_#1,"[{""resourceId"": ""6e7e86ee-6828-5f4c-887f-0e6df4a4e461"", ""ontologyProperty"": """", ""resourceXresourceId"": ""548c848c-d7ff-4b1a-97c6-0919786830ff"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
c5a33844-8bfb-5e54-b6aa-d0281135b007,AA,tg:mmbdc:67,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/c5a33844-8bfb-5e54-b6aa-d0281135b007,object identifier,tg:mmbdc:67,record identifiers,MMB.A.1458,constructed titles,Rekening medische instrumenten voor de Sint Henricusstichting,Dutch (language),Documenten,,,,,,,,,,,,,,,
c5a33844-8bfb-5e54-b6aa-d0281135b007,e73_Copyrights,tg:mmbdc:67,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,,,,,,,,,,,,,
c5a33844-8bfb-5e54-b6aa-d0281135b007,e73_CreationActors,tg:mmbdc:67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uuttenhoven, A.",authors,"Uuttenhoven, A. (Auteur)",,,,,
c5a33844-8bfb-5e54-b6aa-d0281135b007,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5a33844-8bfb-5e54-b6aa-d0281135b007,e73_CreationTimeSpans,tg:mmbdc:67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-12-31,,,
c5a33844-8bfb-5e54-b6aa-d0281135b007,e73_MaterialRecords,tg:mmbdc:67,1,,,,,,,9710f729-049f-5d1a-a298-4ae1e56f1a9d,tg:mmbdc:67_#1,"[{""resourceId"": ""9710f729-049f-5d1a-a298-4ae1e56f1a9d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f4c5c777-8b43-4f58-a269-6d3491898854"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
c6d15f44-02a7-5349-b1d8-37647638cb33,AA,tg:mmbdc:91,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/c6d15f44-02a7-5349-b1d8-37647638cb33,object identifier,tg:mmbdc:91,record identifiers,MMB.A.1485,constructed titles,Ontvangstbewijzen: Erelonen geneesheren Sint Henricusstichting,Dutch (language),Documenten,remarks,Nederlands,63 stuks,,,,,,,,,,,,
c6d15f44-02a7-5349-b1d8-37647638cb33,e73_ConnectedSubjects,tg:mmbdc:91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::27863:1,"Cols, Alphonse",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
c6d15f44-02a7-5349-b1d8-37647638cb33,e73_Copyrights,tg:mmbdc:91,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,,,,,,,,,,,,,
c6d15f44-02a7-5349-b1d8-37647638cb33,e73_CreationActors,tg:mmbdc:91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,,"dlod={""suggest"":[""/agents/people/12220399"",""au::115285"",""au::115285:1"",""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""Eugène Hertoghe"",""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40""],""name"":""Eugène Hertoghe"",""ark"":""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40"",""uri"":""/agents/people/12220399"",""id"":""au::115285:1"",""resourceArk"":""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
c6d15f44-02a7-5349-b1d8-37647638cb33,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6d15f44-02a7-5349-b1d8-37647638cb33,e73_CreationTimeSpans,tg:mmbdc:91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-10-07,1929-07-03,,
c6d15f44-02a7-5349-b1d8-37647638cb33,e73_MaterialRecords,tg:mmbdc:91,1,,,,,,,9ef7dfbb-91f4-565a-9778-06a6218e4f18,tg:mmbdc:91_#1,"[{""resourceId"": ""9ef7dfbb-91f4-565a-9778-06a6218e4f18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""718c9a00-f751-4fb4-b45f-365d1a753676"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
c796ac09-736f-5906-a298-02c3b11056cf,AA,tg:mmbdc:25,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/c796ac09-736f-5906-a298-02c3b11056cf,object identifier,tg:mmbdc:25,record identifiers,MMB.A.1213,constructed titles,Bidprentje Jean Félix van den Bergh,Dutch (language),Documenten,,,,,,,,,,,,,,,
c796ac09-736f-5906-a298-02c3b11056cf,e73_ConnectedSubjects,tg:mmbdc:25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115218:1,"Bergh, Jean Félix van den",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/12220365"",""au::115218"",""au::115218:1"",""ark:/83110/x0/26900acb-b6c0-5dd7-9272-1d2dfedc2699"",""Jean Félix van den Bergh"",""ark:/83110/x0/14a01938-f5a5-5034-a623-f1100e5bbdca""],""name"":""Jean Félix van den Bergh"",""ark"":""ark:/83110/x0/14a01938-f5a5-5034-a623-f1100e5bbdca"",""uri"":""/agents/people/12220365"",""id"":""au::115218:1"",""resourceArk"":""ark:/83110/x0/26900acb-b6c0-5dd7-9272-1d2dfedc2699"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
c796ac09-736f-5906-a298-02c3b11056cf,e73_Copyrights,tg:mmbdc:25,,begindatum,,,,,,,,,1885,No Copyright - Public Domain Mark 1.0,2000,,,,,,,,,,,,,,,,,,,,,,,,
c796ac09-736f-5906-a298-02c3b11056cf,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c796ac09-736f-5906-a298-02c3b11056cf,e73_CreationTimeSpans,tg:mmbdc:25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885-04-06,,,
c796ac09-736f-5906-a298-02c3b11056cf,e73_MaterialRecords,tg:mmbdc:25,1,,,,,,,fe12775b-a1f5-59ef-8d82-84f9ec7d6d59,tg:mmbdc:25_#1,"[{""resourceId"": ""fe12775b-a1f5-59ef-8d82-84f9ec7d6d59"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fdac636f-1c3f-4579-bff7-b120339a4aca"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
c9a26edd-3340-58de-af77-8b97ee87ff86,AA,tg:mmbdc:144,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/c9a26edd-3340-58de-af77-8b97ee87ff86,object identifier,tg:mmbdc:144,record identifiers,MMB.A.2483,titles proper,"Meisenbach Riffarth & Co, Prospekt für Photogravüre und Kupferdruck",German (language),Documenten,,,,,,,,,,,,,,,
c9a26edd-3340-58de-af77-8b97ee87ff86,e73_Copyrights,tg:mmbdc:144,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
c9a26edd-3340-58de-af77-8b97ee87ff86,e73_CreationActors,tg:mmbdc:144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115295:1,Meisenbach Riffarth & Co,authors,,"dlod={""suggest"":[""/agents/corporate_entities/12219834"",""au::115295"",""au::115295:1"",""ark:/83110/x0/cabfcb28-211a-5554-9f90-cf5f3d28871c"",""Meisenbach Riffarth \u0026 Co"",""ark:/83110/x0/58a3c039-2e8b-53c3-911d-4da1037b7289""],""name"":""Meisenbach Riffarth \u0026 Co"",""ark"":""ark:/83110/x0/58a3c039-2e8b-53c3-911d-4da1037b7289"",""uri"":""/agents/corporate_entities/12219834"",""id"":""au::115295:1"",""resourceArk"":""ark:/83110/x0/cabfcb28-211a-5554-9f90-cf5f3d28871c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
c9a26edd-3340-58de-af77-8b97ee87ff86,e73_CreationPlaces,,,taal 1,,,,,German (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9a26edd-3340-58de-af77-8b97ee87ff86,e73_MaterialRecords,tg:mmbdc:144,1,,,,,,,abde6589-d151-54ed-a631-5ea1d31ec8ec,tg:mmbdc:144_#1,"[{""resourceId"": ""abde6589-d151-54ed-a631-5ea1d31ec8ec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9dfd7f49-db17-4509-9903-72fc11b76a57"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbf06722-4265-5ab3-8eb9-fb5991edbd07,AA,tg:mmbdc:111,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/cbf06722-4265-5ab3-8eb9-fb5991edbd07,object identifier,tg:mmbdc:111,record identifiers,MMB.A.1615,constructed titles,Weesgegroet: Gebed tot Heilige Maagd Maria,Dutch (language),Documenten,,,,,,,,,,,,,,,
cbf06722-4265-5ab3-8eb9-fb5991edbd07,e73_Copyrights,tg:mmbdc:111,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
cbf06722-4265-5ab3-8eb9-fb5991edbd07,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbf06722-4265-5ab3-8eb9-fb5991edbd07,e73_MaterialRecords,tg:mmbdc:111,1,,,,,,,4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,"[{""resourceId"": ""4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cec2c093-8c48-4423-a2ef-4e828d4abab6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
ce0f7af4-da6d-5e66-aac0-e109583f47b2,AA,tg:mmbdc:56,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/ce0f7af4-da6d-5e66-aac0-e109583f47b2,object identifier,tg:mmbdc:56,record identifiers,MMB.A.1338,constructed titles,Belastingsbrief: Gemeentebelasting Mortsel,Dutch (language),Documenten,,,,,,,,,,,,,,,
ce0f7af4-da6d-5e66-aac0-e109583f47b2,e73_ConnectedSubjects,tg:mmbdc:56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115282:1,"Zanden, Maurice van de",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/12220100"",""au::115282"",""au::115282:1"",""ark:/83110/x0/9d9abafb-7b36-5978-95f7-293b036504f4"",""Maurice van de Zanden"",""ark:/83110/x0/ba2b2f59-be44-5d4f-9455-7283f3a1aed7""],""name"":""Maurice van de Zanden"",""ark"":""ark:/83110/x0/ba2b2f59-be44-5d4f-9455-7283f3a1aed7"",""uri"":""/agents/people/12220100"",""id"":""au::115282:1"",""resourceArk"":""ark:/83110/x0/9d9abafb-7b36-5978-95f7-293b036504f4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
ce0f7af4-da6d-5e66-aac0-e109583f47b2,e73_Copyrights,tg:mmbdc:56,,begindatum,,,,,,,,,1907,No Known Copyright,2022,,,,,,,,,,,,,,,,,,,,,,,,
ce0f7af4-da6d-5e66-aac0-e109583f47b2,e73_CreationActors,tg:mmbdc:56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reypens, L.",signers,"Reypens, L. (Gesigneerd door)",,,,,
ce0f7af4-da6d-5e66-aac0-e109583f47b2,e73_CreationPlaces,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce0f7af4-da6d-5e66-aac0-e109583f47b2,e73_CreationTimeSpans,tg:mmbdc:56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907-08-10,1907-11-18,,
ce0f7af4-da6d-5e66-aac0-e109583f47b2,e73_MaterialRecords,tg:mmbdc:56,1,,,,,,,b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,tg:mmbdc:56_#1,"[{""resourceId"": ""b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""beeece45-8941-4e09-9bf7-cf974be6e444"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
cf555baa-6a47-5f4a-84ca-76ff4ff32653,AA,tg:mmbdc:123,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/cf555baa-6a47-5f4a-84ca-76ff4ff32653,object identifier,tg:mmbdc:123,record identifiers,MMB.A.1657,constructed titles,Notitie: oplijsting van verschillende objecten met prijzen,Dutch (language),Documenten,,,,descriptive note,Nederlands,Rekensom op de achterkant,,,,,,,,,
cf555baa-6a47-5f4a-84ca-76ff4ff32653,e73_Copyrights,tg:mmbdc:123,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
cf555baa-6a47-5f4a-84ca-76ff4ff32653,e73_CreationActors,tg:mmbdc:123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
cf555baa-6a47-5f4a-84ca-76ff4ff32653,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf555baa-6a47-5f4a-84ca-76ff4ff32653,e73_MaterialRecords,tg:mmbdc:123,1,,,,,,,6de1e553-ea7f-507f-ae24-cac06494070a,tg:mmbdc:123_#1,"[{""resourceId"": ""6de1e553-ea7f-507f-ae24-cac06494070a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7a6d97c6-081d-4178-9bd1-195f33964f34"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
d17e6e16-c29d-59be-9067-b414984f45c6,AA,tg:mmbdc:51,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/d17e6e16-c29d-59be-9067-b414984f45c6,object identifier,tg:mmbdc:51,record identifiers,MMB.A.1297,constructed titles,Krantenknipsel: verslag over een tentoonstelling in Dinant 1903,Dutch (language),Documenten,,,,,,,,,,,,,,,
d17e6e16-c29d-59be-9067-b414984f45c6,e73_ConnectedSubjects,tg:mmbdc:51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
d17e6e16-c29d-59be-9067-b414984f45c6,e73_ConnectedSubjects,tg:mmbdc:51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::27863:1,"Cols, Alphonse",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
d17e6e16-c29d-59be-9067-b414984f45c6,e73_Copyrights,tg:mmbdc:51,,begindatum,,,,,,,,,1903,No Known Copyright,2018,,,,,,,,,,,,,,,,,,,,,,,,
d17e6e16-c29d-59be-9067-b414984f45c6,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d17e6e16-c29d-59be-9067-b414984f45c6,e73_CreationTimeSpans,tg:mmbdc:51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903,,,
d17e6e16-c29d-59be-9067-b414984f45c6,e73_MaterialRecords,tg:mmbdc:51,1,,,,,,,e207c16c-f087-5901-baf4-ea5791d0a1b3,tg:mmbdc:51_#1,"[{""resourceId"": ""e207c16c-f087-5901-baf4-ea5791d0a1b3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""78ab720f-769e-4ff7-ab56-437e66f029ae"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,AA,tg:mmbdc:142,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,object identifier,tg:mmbdc:142,record identifiers,MMB.A.2422,constructed titles,"Extract uit het kadastraal plan der Gemeente Antwerpen, Sectie C",Dutch (language),Documenten,,,,,,,,,,,,,,,
d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,e73_Copyrights,tg:mmbdc:142,,begindatum,,,,,,,,,1916,In Copyright,2031,,,,,,,,,,,,,,,,,,,,,,,,
d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,e73_CreationPlaces,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,e73_CreationTimeSpans,tg:mmbdc:142,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916-08-17,,,
d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,e73_MaterialRecords,tg:mmbdc:142,1,,,,,,,2a767980-91bf-5ec7-88d7-ff56d749e1e1,tg:mmbdc:142_#1,"[{""resourceId"": ""2a767980-91bf-5ec7-88d7-ff56d749e1e1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3ea005ed-bd27-4b34-b7c2-79c28154006e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
d4dd485a-7f2e-5b08-aea6-ef27315da217,AA,tg:mmbdc:161,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/d4dd485a-7f2e-5b08-aea6-ef27315da217,object identifier,tg:mmbdc:161,record identifiers,MMB.A.2500,constructed titles,Aankoopboek van Fritz Mayer van den Bergh,Dutch (language),Documenten,remarks,Nederlands,136 beschreven bladzijden. Overgeschreven door Henriëtte Mayer van den Bergh,,,,,,,,,,,,
d4dd485a-7f2e-5b08-aea6-ef27315da217,e73_Copyrights,tg:mmbdc:161,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
d4dd485a-7f2e-5b08-aea6-ef27315da217,e73_CreationActors,tg:mmbdc:161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
d4dd485a-7f2e-5b08-aea6-ef27315da217,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4dd485a-7f2e-5b08-aea6-ef27315da217,e73_MaterialRecords,tg:mmbdc:161,1,,,,,,,3da1ad01-5e06-55f2-ad24-7f20c2639d45,tg:mmbdc:161_#1,"[{""resourceId"": ""3da1ad01-5e06-55f2-ad24-7f20c2639d45"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d711f2c7-cb08-4247-8f7a-fad5edfc677e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
