ResourceID,mmb_id_mat,card,order,Acquisition Widget,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,source_field,source_date,Restriction Type,Image URL,Image Manifest,Image Manifest Type,Image URL Type,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type
bfc75250-e8b3-5d84-b94d-9379c1e099ff,tg:mmbdc:104_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
c0a2fe20-85e6-5001-b89b-09a59490c24d,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:90_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c0a2fe20-85e6-5001-b89b-09a59490c24d,Doos A.XI,,financial records
c0a2fe20-85e6-5001-b89b-09a59490c24d,tg:mmbdc:90_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
c0a2fe20-85e6-5001-b89b-09a59490c24d,tg:mmbdc:90_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
c0a2fe20-85e6-5001-b89b-09a59490c24d,,e22_Dimensions,,,,173 x 263 mm,173,hoogte,millimeters,,,,,,,,,,,,,,
c0a2fe20-85e6-5001-b89b-09a59490c24d,,e22_Dimensions,,,,173 x 263 mm,263,breedte,millimeters,,,,,,,,,,,,,,
c0a2fe20-85e6-5001-b89b-09a59490c24d,tg:mmbdc:90_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/QVJRTJhUMfTreqaoTyYktY1v,https://dams.antwerpen.be/iiif/QVJRTJhUMfTreqaoTyYktY1v/manifest,DAMS Manifest,DAMS Image,,,,,,,
c0a2fe20-85e6-5001-b89b-09a59490c24d,tg:mmbdc:90_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
c24c51bc-954c-51b8-943a-199225d8e520,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:137_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c24c51bc-954c-51b8-943a-199225d8e520,Doos A.XVII,,clippings (information artifacts)
c24c51bc-954c-51b8-943a-199225d8e520,tg:mmbdc:137_#1,e22_Archives,1,,"dlod={""name"":""Correspondence IV"",""ark"":""ark:/59511/x0/869b3d3f-de15-56d3-bafb-9134feab2172"",""uri"":""/repositories/15/archival_objects/20385183"",""id"":""isad:mmb:20"",""capacity"":""Correspondence IV"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
c24c51bc-954c-51b8-943a-199225d8e520,,e22_Dimensions,,,,148 x 680 mm,148,hoogte,millimeters,,,,,,,,,,,,,,
c24c51bc-954c-51b8-943a-199225d8e520,,e22_Dimensions,,,,148 x 680 mm,680,breedte,millimeters,,,,,,,,,,,,,,
c24c51bc-954c-51b8-943a-199225d8e520,tg:mmbdc:137_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/qRPNZTByLZkVrbQLIFpeVtuo,https://dams.antwerpen.be/iiif/qRPNZTByLZkVrbQLIFpeVtuo/manifest,DAMS Manifest,DAMS Image,,,,,,,
c24c51bc-954c-51b8-943a-199225d8e520,tg:mmbdc:137_#1,e22_UsageRestrictions,,,,,,,,begindatum,1910,permission required,,,,,,,,,,,
c32e2e17-6445-5129-9fa2-faf944ca4c3f,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:108_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c32e2e17-6445-5129-9fa2-faf944ca4c3f,Doos A.XII,,financial records
c32e2e17-6445-5129-9fa2-faf944ca4c3f,tg:mmbdc:108_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
c32e2e17-6445-5129-9fa2-faf944ca4c3f,tg:mmbdc:108_#1,e22_Archives,1,,"dlod={""name"":""Briefwisseling en financiële dossiers"",""ark"":""ark:/59511/x0/940ac2ac-9ed7-55ac-86ab-724c3351d98b"",""uri"":""/repositories/15/archival_objects/20385178"",""id"":""isad:mmb:15"",""capacity"":""Briefwisseling en financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
c32e2e17-6445-5129-9fa2-faf944ca4c3f,,e22_Dimensions,,,,146 x 219 mm,146,hoogte,millimeters,,,,,,,,,,,,,,
c32e2e17-6445-5129-9fa2-faf944ca4c3f,,e22_Dimensions,,,,146 x 219 mm,219,breedte,millimeters,,,,,,,,,,,,,,
c32e2e17-6445-5129-9fa2-faf944ca4c3f,tg:mmbdc:108_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/F1fYUIMfhQ3EaroF4ArofW6N,https://dams.antwerpen.be/iiif/F1fYUIMfhQ3EaroF4ArofW6N/manifest,DAMS Manifest,DAMS Image,,,,,,,
c32e2e17-6445-5129-9fa2-faf944ca4c3f,tg:mmbdc:108_#1,e22_UsageRestrictions,,,,,,,,begindatum,1911,permission required,,,,,,,,,,,
c368cca2-6db5-579f-8f53-6924337edd97,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:85_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c368cca2-6db5-579f-8f53-6924337edd97,Doos A.XI,,financial records
c368cca2-6db5-579f-8f53-6924337edd97,tg:mmbdc:85_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
c368cca2-6db5-579f-8f53-6924337edd97,tg:mmbdc:85_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
c368cca2-6db5-579f-8f53-6924337edd97,,e22_Dimensions,,,,124 x 180 mm,124,hoogte,millimeters,,,,,,,,,,,,,,
c368cca2-6db5-579f-8f53-6924337edd97,,e22_Dimensions,,,,124 x 180 mm,180,breedte,millimeters,,,,,,,,,,,,,,
c368cca2-6db5-579f-8f53-6924337edd97,tg:mmbdc:85_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/B9bDYogEOnXBcakeG8KXwdjm,https://dams.antwerpen.be/iiif/B9bDYogEOnXBcakeG8KXwdjm/manifest,DAMS Manifest,DAMS Image,,,,,,,
c368cca2-6db5-579f-8f53-6924337edd97,tg:mmbdc:85_#1,e22_UsageRestrictions,,,,,,,,begindatum,1921,permission required,,,,,,,,,,,
c3788d2c-d341-52ba-b8d9-e09611e57d76,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:42_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c3788d2c-d341-52ba-b8d9-e09611e57d76,Doos A.IX,,financial records
c3788d2c-d341-52ba-b8d9-e09611e57d76,tg:mmbdc:42_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/3714ace7-93bb-5e32-899d-1233749651df"",""uri"":""/repositories/15/archival_objects/20385205"",""id"":""isad:mmb:42"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
c3788d2c-d341-52ba-b8d9-e09611e57d76,,e22_Dimensions,,,,215 x 165 mm,215,hoogte,millimeters,,,,,,,,,,,,,,
c3788d2c-d341-52ba-b8d9-e09611e57d76,,e22_Dimensions,,,,215 x 165 mm,165,breedte,millimeters,,,,,,,,,,,,,,
c3788d2c-d341-52ba-b8d9-e09611e57d76,tg:mmbdc:42_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/u1VXUcSKH9aAeTQlZQ8CxrAx,https://dams.antwerpen.be/iiif/u1VXUcSKH9aAeTQlZQ8CxrAx/manifest,DAMS Manifest,DAMS Image,,,,,,,
c3788d2c-d341-52ba-b8d9-e09611e57d76,tg:mmbdc:42_#1,e22_UsageRestrictions,,,,,,,,begindatum,1901,permission required,,,,,,,,,,,
c6003b5b-752b-55a3-a09b-3eacaecf40fc,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:84_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c6003b5b-752b-55a3-a09b-3eacaecf40fc,Doos A.XI,,files (document groupings)
c6003b5b-752b-55a3-a09b-3eacaecf40fc,tg:mmbdc:84_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
c6003b5b-752b-55a3-a09b-3eacaecf40fc,tg:mmbdc:84_#1,e22_Archives,1,,"dlod={""name"":""Organisatie"",""ark"":""ark:/59511/x0/66345675-8bda-525b-93a5-90060a9cfb91"",""uri"":""/repositories/15/archival_objects/20385198"",""id"":""isad:mmb:35"",""capacity"":""Organisatie"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
c6003b5b-752b-55a3-a09b-3eacaecf40fc,,e22_Dimensions,,,,209 x 168 mm,209,hoogte,millimeters,,,,,,,,,,,,,,
c6003b5b-752b-55a3-a09b-3eacaecf40fc,,e22_Dimensions,,,,209 x 168 mm,168,breedte,millimeters,,,,,,,,,,,,,,
c6003b5b-752b-55a3-a09b-3eacaecf40fc,tg:mmbdc:84_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/Z1cmsVMNQb8XPePdSYqGDSii,https://dams.antwerpen.be/iiif/Z1cmsVMNQb8XPePdSYqGDSii/manifest,DAMS Manifest,DAMS Image,,,,,,,
c6003b5b-752b-55a3-a09b-3eacaecf40fc,tg:mmbdc:84_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
c68a31e5-f476-5ff8-8953-265daa26d392,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:150_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c68a31e5-f476-5ff8-8953-265daa26d392,Doos A.XVIII,,files (document groupings)
c68a31e5-f476-5ff8-8953-265daa26d392,tg:mmbdc:150_#1,e22_Archives,1,,"dlod={""name"":""Ontwerp teksten voor catalogus 1904"",""ark"":""ark:/59511/x0/9d0ee276-2612-5cb7-ab83-96bc277a4c0c"",""uri"":""/repositories/15/archival_objects/20385185"",""id"":""isad:mmb:22"",""capacity"":""Ontwerp teksten voor catalogus 1904"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
c68a31e5-f476-5ff8-8953-265daa26d392,,e22_Dimensions,,,,214 x 343 mm,214,hoogte,millimeters,,,,,,,,,,,,,,
c68a31e5-f476-5ff8-8953-265daa26d392,,e22_Dimensions,,,,214 x 343 mm,343,breedte,millimeters,,,,,,,,,,,,,,
c68a31e5-f476-5ff8-8953-265daa26d392,tg:mmbdc:150_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/I1eOTevSZEphegUXvm8PXWlR,https://dams.antwerpen.be/iiif/I1eOTevSZEphegUXvm8PXWlR/manifest,DAMS Manifest,DAMS Image,,,,,,,
c68a31e5-f476-5ff8-8953-265daa26d392,tg:mmbdc:150_#1,e22_UsageRestrictions,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,
cacfe543-304c-5905-9679-60c5fdf3537f,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:52_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/cacfe543-304c-5905-9679-60c5fdf3537f,Doos A.IX,,financial records
cacfe543-304c-5905-9679-60c5fdf3537f,tg:mmbdc:52_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
cacfe543-304c-5905-9679-60c5fdf3537f,tg:mmbdc:52_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/c359f20f-4328-58fa-8fa7-8cc2d7cf4fda"",""uri"":""/repositories/15/archival_objects/20385195"",""id"":""isad:mmb:32"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
cacfe543-304c-5905-9679-60c5fdf3537f,,e22_Dimensions,,,,110 x 217 mm,110,hoogte,millimeters,,,,,,,,,,,,,,
cacfe543-304c-5905-9679-60c5fdf3537f,,e22_Dimensions,,,,110 x 217 mm,217,breedte,millimeters,,,,,,,,,,,,,,
cacfe543-304c-5905-9679-60c5fdf3537f,tg:mmbdc:52_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/JmERoXATXYDnMTZT37ipV7EB,https://dams.antwerpen.be/iiif/JmERoXATXYDnMTZT37ipV7EB/manifest,DAMS Manifest,DAMS Image,,,,,,,
cacfe543-304c-5905-9679-60c5fdf3537f,tg:mmbdc:52_#1,e22_UsageRestrictions,,,,,,,,begindatum,1919,permission required,,,,,,,,,,,
cbf9d6f1-891b-5760-b712-647aa6714646,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:35_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/cbf9d6f1-891b-5760-b712-647aa6714646,Doos A.IX,,obituaries
cbf9d6f1-891b-5760-b712-647aa6714646,tg:mmbdc:35_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
cbf9d6f1-891b-5760-b712-647aa6714646,,e22_Dimensions,,,,108 x 66 mm,108,hoogte,millimeters,,,,,,,,,,,,,,
cbf9d6f1-891b-5760-b712-647aa6714646,,e22_Dimensions,,,,108 x 66 mm,66,breedte,millimeters,,,,,,,,,,,,,,
cbf9d6f1-891b-5760-b712-647aa6714646,tg:mmbdc:35_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/cMaeYZNdNBOlEHfcxzEpBdVG,https://dams.antwerpen.be/iiif/cMaeYZNdNBOlEHfcxzEpBdVG/manifest,DAMS Manifest,DAMS Image,,,,,,,
cbf9d6f1-891b-5760-b712-647aa6714646,tg:mmbdc:35_#1,e22_UsageRestrictions,,,,,,,,begindatum,1901,permission required,,,,,,,,,,,
cd33b542-3106-54f0-8790-a0b54f937bdb,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:103_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/cd33b542-3106-54f0-8790-a0b54f937bdb,Doos A.XI,,files (document groupings)
cd33b542-3106-54f0-8790-a0b54f937bdb,tg:mmbdc:103_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
cd33b542-3106-54f0-8790-a0b54f937bdb,tg:mmbdc:103_#1,e22_Archives,1,,"dlod={""name"":""Organisatie"",""ark"":""ark:/59511/x0/66345675-8bda-525b-93a5-90060a9cfb91"",""uri"":""/repositories/15/archival_objects/20385198"",""id"":""isad:mmb:35"",""capacity"":""Organisatie"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
cd33b542-3106-54f0-8790-a0b54f937bdb,,e22_Dimensions,,,,278 x 219 mm,278,hoogte,millimeters,,,,,,,,,,,,,,
cd33b542-3106-54f0-8790-a0b54f937bdb,,e22_Dimensions,,,,278 x 219 mm,219,breedte,millimeters,,,,,,,,,,,,,,
cd33b542-3106-54f0-8790-a0b54f937bdb,tg:mmbdc:103_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/ylJglPeVTaPJPmeZQbZkQQSC,https://dams.antwerpen.be/iiif/ylJglPeVTaPJPmeZQbZkQQSC/manifest,DAMS Manifest,DAMS Image,,,,,,,
cd33b542-3106-54f0-8790-a0b54f937bdb,tg:mmbdc:103_#1,e22_UsageRestrictions,,,,,,,,begindatum,1917,permission required,,,,,,,,,,,
ce605f59-404a-5c23-a8ce-8c954c9c8145,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:68_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ce605f59-404a-5c23-a8ce-8c954c9c8145,Doos A.XI,,financial records
ce605f59-404a-5c23-a8ce-8c954c9c8145,tg:mmbdc:68_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
ce605f59-404a-5c23-a8ce-8c954c9c8145,tg:mmbdc:68_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
ce605f59-404a-5c23-a8ce-8c954c9c8145,,e22_Dimensions,,,,274 x 212 mm,274,hoogte,millimeters,,,,,,,,,,,,,,
ce605f59-404a-5c23-a8ce-8c954c9c8145,,e22_Dimensions,,,,274 x 212 mm,212,breedte,millimeters,,,,,,,,,,,,,,
ce605f59-404a-5c23-a8ce-8c954c9c8145,tg:mmbdc:68_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/F1LJGOjKZTRxaVeblX7kOWgd,https://dams.antwerpen.be/iiif/F1LJGOjKZTRxaVeblX7kOWgd/manifest,DAMS Manifest,DAMS Image,,,,,,,
ce605f59-404a-5c23-a8ce-8c954c9c8145,tg:mmbdc:68_#1,e22_UsageRestrictions,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,
cf4c3a10-d582-5659-af09-9be8f581441c,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:89_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/cf4c3a10-d582-5659-af09-9be8f581441c,Doos A.XI,,financial records
cf4c3a10-d582-5659-af09-9be8f581441c,tg:mmbdc:89_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
cf4c3a10-d582-5659-af09-9be8f581441c,tg:mmbdc:89_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
cf4c3a10-d582-5659-af09-9be8f581441c,,e22_Dimensions,,,,215 x 140 mm,215,hoogte,millimeters,,,,,,,,,,,,,,
cf4c3a10-d582-5659-af09-9be8f581441c,,e22_Dimensions,,,,215 x 140 mm,140,breedte,millimeters,,,,,,,,,,,,,,
cf4c3a10-d582-5659-af09-9be8f581441c,tg:mmbdc:89_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/q1SgLVUqQfeXgWYmHNta4yCK,https://dams.antwerpen.be/iiif/q1SgLVUqQfeXgWYmHNta4yCK/manifest,DAMS Manifest,DAMS Image,,,,,,,
cf4c3a10-d582-5659-af09-9be8f581441c,tg:mmbdc:89_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
d2b1e801-98c8-50f2-aada-311f9dcc076b,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:14_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d2b1e801-98c8-50f2-aada-311f9dcc076b,Doos A.IX,,obituaries
d2b1e801-98c8-50f2-aada-311f9dcc076b,tg:mmbdc:14_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
d2b1e801-98c8-50f2-aada-311f9dcc076b,,e22_Dimensions,,,,111 x 71 mm,111,hoogte,millimeters,,,,,,,,,,,,,,
d2b1e801-98c8-50f2-aada-311f9dcc076b,,e22_Dimensions,,,,111 x 71 mm,71,breedte,millimeters,,,,,,,,,,,,,,
d2b1e801-98c8-50f2-aada-311f9dcc076b,tg:mmbdc:14_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/D2LUSnmkQiUb2SgMYXRz6aHS,https://dams.antwerpen.be/iiif/D2LUSnmkQiUb2SgMYXRz6aHS/manifest,DAMS Manifest,DAMS Image,,,,,,,
d2b1e801-98c8-50f2-aada-311f9dcc076b,tg:mmbdc:14_#1,e22_UsageRestrictions,,,,,,,,begindatum,1901,permission required,,,,,,,,,,,
d3868d11-8b8d-5408-aea7-07b014f4cc2f,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:156_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d3868d11-8b8d-5408-aea7-07b014f4cc2f,Doos A.XIX,,files (document groupings)
d3868d11-8b8d-5408-aea7-07b014f4cc2f,tg:mmbdc:156_#1,e22_Archives,1,,"dlod={""name"":""Voorbereiding catalogus 1909-1911"",""ark"":""ark:/59511/x0/1f1498b8-4c34-5f33-af6a-8ef61de03d80"",""uri"":""/repositories/15/archival_objects/20385187"",""id"":""isad:mmb:24"",""capacity"":""Voorbereiding catalogus 1909-1911"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
d3868d11-8b8d-5408-aea7-07b014f4cc2f,,e22_Dimensions,,,,180 x 130 mm,180,hoogte,millimeters,,,,,,,,,,,,,,
d3868d11-8b8d-5408-aea7-07b014f4cc2f,,e22_Dimensions,,,,180 x 130 mm,130,breedte,millimeters,,,,,,,,,,,,,,
d3868d11-8b8d-5408-aea7-07b014f4cc2f,tg:mmbdc:156_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/elMgNEZauUocOhLXUAKHKQaT,https://dams.antwerpen.be/iiif/elMgNEZauUocOhLXUAKHKQaT/manifest,DAMS Manifest,DAMS Image,,,,,,,
d3868d11-8b8d-5408-aea7-07b014f4cc2f,tg:mmbdc:156_#1,e22_UsageRestrictions,,,,,,,,begindatum,1909,permission required,,,,,,,,,,,
d5d88f16-25d2-5c82-8c97-d848a6ced94b,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:39_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d5d88f16-25d2-5c82-8c97-d848a6ced94b,Doos A.IX,,postcards
d5d88f16-25d2-5c82-8c97-d848a6ced94b,tg:mmbdc:39_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
d5d88f16-25d2-5c82-8c97-d848a6ced94b,,e22_Dimensions,,,,165 x 230 mm,165,hoogte,millimeters,,,,,,,,,,,,,,
d5d88f16-25d2-5c82-8c97-d848a6ced94b,,e22_Dimensions,,,,165 x 230 mm,230,breedte,millimeters,,,,,,,,,,,,,,
d5d88f16-25d2-5c82-8c97-d848a6ced94b,tg:mmbdc:39_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/O2dOpcQmKeWdesTUmOi5C9ks,https://dams.antwerpen.be/iiif/O2dOpcQmKeWdesTUmOi5C9ks/manifest,DAMS Manifest,DAMS Image,,,,,,,
d5d88f16-25d2-5c82-8c97-d848a6ced94b,tg:mmbdc:39_#1,e22_UsageRestrictions,,,,,,,,begindatum,1894,permission required,,,,,,,,,,,
d6a0a077-1ab3-5f47-a310-14e003d32cb5,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:70_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d6a0a077-1ab3-5f47-a310-14e003d32cb5,Doos A.XI,,financial records
